token,freq,n_folios,length,first_char,last_char,in_label_pct,in_paragraph_pct,A_pct,B_pct,dominant_section,dominant_section_pct,is_hapax,specificity
oksheo,1,1,6,o,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
teeodan,1,1,7,t,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchoep,1,1,6,t,p,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kchoan,1,1,6,k,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
choety,1,1,6,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
koltoldy,1,1,8,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{ck}cheey,1,1,9,{,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tosh,1,1,4,t,h,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ch@221;taiin,1,1,12,c,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
scho,1,1,4,s,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shotcho,1,1,7,s,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shesed,1,1,6,s,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okche,1,1,5,o,e,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kcheals,1,1,7,k,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchty,1,1,5,t,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cfhodar,1,1,7,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otshal,1,1,6,o,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@152;oldaiin,1,1,12,@,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
deol,1,1,4,d,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chocheeody,1,1,10,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qoteeeo,1,1,7,q,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytchas,1,1,6,y,s,0.0,0.0,1.0,0.0,herbal,1.0,True,1.0
oporo@152;y,1,1,11,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{ch'}oty,1,1,8,{,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
s@222;,1,1,6,s,;,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ochkch@221;r,1,1,12,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chopol,1,1,6,c,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chot@221;l,1,1,10,c,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchtod,1,1,6,t,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dytaiin,1,1,7,d,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shon,1,1,4,s,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kokydaiin,1,1,9,k,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qokchory,1,1,8,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dairod,1,1,6,d,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotyd,1,1,5,q,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
olcphy,1,1,6,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
foldaiin,1,1,8,f,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qo{cky},1,1,7,q,},0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chtoiin,1,1,7,c,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
koair,1,1,5,k,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okorory,1,1,7,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
sotchy,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
k{chky},1,1,7,k,},0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shochy,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
doaiin,1,1,6,d,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qo{kh}y,1,1,7,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okchoroiin,1,1,10,o,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cfholdy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dorody,1,1,6,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotolo,1,1,6,q,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oir,1,1,3,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{ykhh}y,1,1,7,{,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chtols,1,1,6,c,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchaly,1,1,6,t,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ctholdg,1,1,7,c,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okshody,1,1,7,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
odyd,1,1,4,o,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oyk{ch'}y,1,1,9,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dchyd,1,1,5,d,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dyotyds,1,1,7,d,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shokshor,1,1,8,s,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kydy,1,1,4,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytykaiin,1,1,8,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotchykoiin,1,1,11,q,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ychydy,1,1,6,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dchytshy,1,1,8,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oty{ch'}y,1,1,9,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yfodain,1,1,7,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
pdychoiin,1,1,9,p,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chodalg,1,1,7,c,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchyky,1,1,6,t,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oeeeb,1,1,5,o,b,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dchokch@222;,1,1,12,d,;,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tydy,1,1,4,t,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shorodo,1,1,7,s,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qothy,1,1,5,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qopchypcho,1,1,10,q,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dchg,1,1,4,d,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chcthor,1,1,7,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@135;odaiin,1,1,11,@,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@135;otchoshor,1,1,14,@,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oqot@221;r,1,1,10,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oykchor,1,1,7,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ykchaiin,1,1,8,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qoctholy,1,1,8,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chtchor,1,1,7,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cthockhy,1,1,8,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
etyd,1,1,4,e,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otytchol,1,1,8,o,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chair,1,1,5,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cthoor,1,1,6,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ypchkom,1,1,7,y,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chopchal,1,1,8,c,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okykaiin,1,1,8,o,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chshoty,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kyty,1,1,4,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
rokyd,1,1,5,r,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yk@221;,1,1,7,y,;,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
olcfholy,1,1,8,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ypcheey,1,1,7,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yteytchy,1,1,8,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotchytor,1,1,9,q,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cholcheky,1,1,9,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chckhan,1,1,7,c,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shcphy,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dypchy,1,1,6,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
torshor,1,1,7,t,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chold,1,1,5,c,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
arg,1,1,3,a,g,0.0,0.0,1.0,0.0,herbal,1.0,True,1.0
soydy,1,1,5,s,y,0.0,0.0,1.0,0.0,herbal,1.0,True,1.0
dd,1,1,2,d,d,0.0,0.0,1.0,0.0,herbal,1.0,True,1.0
tu,1,1,2,t,u,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cholol{cr},1,1,10,c,},0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
choldydy,1,1,8,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shordy,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
poldchody,1,1,9,p,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
schoal,1,1,6,s,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dsy,1,1,3,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chodldaiin,1,1,10,c,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{c'h@148;h}y,1,1,12,{,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dky,1,1,3,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ykychy,1,1,6,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytchaky,1,1,7,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qodory,1,1,6,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
socthody,1,1,8,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shoyty,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shf@222;daiin,1,1,13,s,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytchocthol,1,1,10,y,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cthodam,1,1,7,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ychaies,1,1,7,y,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kotchody,1,1,8,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yksh,1,1,4,y,h,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
fodan,1,1,5,f,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kydain,1,1,6,k,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dkol,1,1,4,d,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
daind,1,1,5,d,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytchaiin,1,1,8,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otochor,1,1,7,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chtoddy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{c'o}aiidy,1,1,10,{,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dorchory,1,1,8,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ckholsy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ypchaiin,1,1,8,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kydainy,1,1,7,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
schody,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
toor,1,1,4,t,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okolshol,1,1,8,o,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dolchiody,1,1,9,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dolo,1,1,4,d,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chodo,1,1,5,c,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@152;olchey,1,1,11,@,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ctholshol,1,1,9,c,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
jair,1,1,4,j,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
potoy,1,1,5,p,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
daiildy,1,1,7,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dlssho,1,1,6,d,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cholyky,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dolody,1,1,6,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dago,1,1,4,d,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@152;amo,1,1,8,@,o,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otaldam,1,1,7,o,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ychtaiin,1,1,8,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chololy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chag,1,1,4,c,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qocheor,1,1,7,q,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotcham,1,1,7,q,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
daimg,1,1,5,d,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tsheos,1,1,6,t,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chokoi{ch'}e,1,1,12,c,e,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
daiirol,1,1,7,d,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chokeos,1,1,7,c,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ch{cko}m,1,1,8,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kch@221;kchy,1,1,12,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otaiinodain,1,1,11,o,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cheopchor,1,1,9,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
on,1,1,2,o,n,1.0,0.0,1.0,0.0,herbal,1.0,True,2.0
ios,1,1,3,i,s,1.0,0.0,1.0,0.0,herbal,1.0,True,2.0
ytoail,1,1,6,y,l,1.0,0.0,1.0,0.0,herbal,1.0,True,2.0
e'a'iin,1,1,7,e,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
q'oky,1,1,5,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
sochey,1,1,6,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dksheey,1,1,7,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
tchalody,1,1,8,t,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ckhockhy,1,1,8,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shodan,1,1,6,s,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
ol@152;ain,1,1,10,o,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cphodaiils,1,1,10,c,s,0.0,1.0,1.0,0.0,text,1.0,True,1.0
s{ck}chy,1,1,8,s,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
otairin,1,1,7,o,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
kshoy,1,1,5,k,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cphesaiin,1,1,9,c,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
teod@222;,1,1,9,t,;,0.0,0.0,1.0,0.0,text,1.0,True,1.0
oschy,1,1,5,o,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
okchoy,1,1,6,o,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
shodary,1,1,7,s,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cfhoaiin,1,1,8,c,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
oydar,1,1,5,o,r,0.0,1.0,1.0,0.0,text,1.0,True,1.0
ydaraishy,1,1,9,y,y,0.0,0.0,1.0,0.0,text,1.0,True,1.0
{ct}@221;ar,1,1,11,{,r,0.0,1.0,1.0,0.0,text,1.0,True,1.0
roloty,1,1,6,r,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
daraiin,1,1,7,d,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cthoary,1,1,7,c,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
syaiir,1,1,6,s,r,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@221;is,1,1,7,@,s,0.0,1.0,1.0,0.0,text,1.0,True,1.0
sory,1,1,4,s,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
{cto}ses,1,1,8,{,s,0.0,1.0,1.0,0.0,text,1.0,True,1.0
fachys,1,1,6,f,s,0.0,1.0,1.0,0.0,text,1.0,True,1.0
keeam,1,1,5,k,m,0.0,1.0,1.0,0.0,text,1.0,True,1.0
sheopshol,1,1,9,s,l,0.0,1.0,1.0,0.0,text,1.0,True,1.0
dydyd,1,1,5,d,d,0.0,1.0,1.0,0.0,text,1.0,True,1.0
pydeey,1,1,6,p,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
okodar,1,1,6,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
lkody,1,1,5,l,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kchsy,1,1,5,k,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
sho?,1,1,4,s,?,0.0,1.0,1.0,0.0,text,1.0,True,1.0
koe'chy,1,1,7,k,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
k@221;@152;chy,1,1,14,k,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
o?chol,1,1,6,o,l,0.0,1.0,1.0,0.0,text,1.0,True,1.0
ctholdar,1,1,8,c,r,0.0,1.0,1.0,0.0,text,1.0,True,1.0
?o,1,1,2,?,o,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@222;@152;ain,1,1,13,@,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
tshodeesy,1,1,9,t,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
dai{cto}y,1,1,9,d,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
shokcheey,1,1,9,s,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cpho,1,1,4,c,o,0.0,1.0,1.0,0.0,text,1.0,True,1.0
dlo{ct}o,1,1,8,d,o,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@130;tol,1,1,8,@,l,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@192;chy,1,1,8,@,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
shcthaiin,1,1,9,s,n,0.0,1.0,1.0,0.0,text,1.0,True,1.0
ckhyds,1,1,6,c,s,0.0,1.0,1.0,0.0,text,1.0,True,1.0
cphealy,1,1,7,c,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
kodshey,1,1,7,k,y,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@222;to,1,1,7,@,o,0.0,1.0,1.0,0.0,text,1.0,True,1.0
@140;or,1,1,7,@,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
sheoldam,1,1,8,s,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cholcthom,1,1,9,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ok@221;daiin,1,1,12,o,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shokeeol,1,1,8,s,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okchytaiin,1,1,10,o,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
darchor,1,1,7,d,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ychopordg,1,1,9,y,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chots,1,1,5,c,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ytoiiin,1,1,7,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
pshod,1,1,5,p,d,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
k@221;cheor,1,1,11,k,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shotshy,1,1,7,s,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qoykeeey,1,1,8,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cheorchey,1,1,9,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oteeeb,1,1,6,o,b,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oka{@131;o}s,1,1,12,o,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ckhoy,1,1,5,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qakaiin,1,1,7,q,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dkshy,1,1,5,d,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chkoy,1,1,5,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
pchoy,1,1,5,p,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chtody,1,1,6,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ocho@152;y,1,1,10,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
{ch'}odaiin,1,1,11,{,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chokody,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotoldaiin,1,1,10,q,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
dairodg,1,1,7,d,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ch{ck},1,1,6,c,},0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chopchol,1,1,8,c,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chorchaiin,1,1,10,c,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yodaiin,1,1,7,y,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cthomdy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shocthol,1,1,8,s,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
doldom,1,1,6,d,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chodam,1,1,6,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
jajy,1,1,4,j,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yshckhy,1,1,7,y,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
sychos,1,1,6,s,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chekchoy,1,1,8,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oechockhy,1,1,9,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qoekchas,1,1,8,q,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cho{ith}y,1,1,9,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
chapchy,1,1,7,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cheekar,1,1,7,c,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
koarysar,1,1,8,k,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kaiim,1,1,5,k,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
@222;odaiin,1,1,11,@,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
olchag,1,1,6,o,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ychar,1,1,5,y,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
odshe,1,1,5,o,e,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
skaiio@152;ar,1,1,13,s,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
yaiir,1,1,5,y,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
shtaiin,1,1,7,s,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
okeady,1,1,6,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
iiincheog,1,1,9,i,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
opcholqoty,1,1,10,o,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oka,1,1,3,o,a,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
kchom,1,1,5,k,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cfham,1,1,5,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cheareeb,1,1,8,c,b,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cheeykam,1,1,8,c,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
seees,1,1,5,s,s,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
olytol,1,1,6,o,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qotoy,1,1,5,q,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
koaiin,1,1,6,k,n,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otolom,1,1,6,o,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
pcheoldom,1,1,9,p,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
cthodoaly,1,1,9,c,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
qokeeodal,1,1,9,q,l,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
soeom,1,1,5,s,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
soleeg,1,1,6,s,g,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
ekshy,1,1,5,e,y,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
oporar,1,1,6,o,r,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
otchom,1,1,6,o,m,0.0,1.0,1.0,0.0,herbal,1.0,True,1.0
